stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA6362,HA6362,"Dordrecht, Handelskade",51.80649,4.648752,0,stoparea:RET:18804,,1,,
RET:HA6363,HA6363,"Dordrecht, Handelskade",51.806479,4.648448,0,stoparea:RET:18804,,0,,
RET:HA6366,HA6366,"Delft, Julianalaan",52.004571,4.370213,0,stoparea:RET:324,,0,,
RET:HA6368,HA6368,"Delft, Aula TU Delft",52.002353,4.37255,0,stoparea:RET:16477,,0,,
RET:HA6369,HA6369,"Delft, TNO Zuidpolder",51.9977,4.380228,0,stoparea:RET:18871,,1,,
RET:HA6370,HA6370,"Delft, TNO Zuidpolder",51.997814,4.379934,0,stoparea:RET:18871,,1,,
RET:HA6371,HA6371,"Delft, Stieltjesweg",52.000879,4.377812,0,stoparea:RET:18868,,1,,
RET:HA6372,HA6372,"Zoetermeer, Fonteinbos",52.058449,4.480235,0,stoparea:RET:18795,,0,,
RET:HA6373,HA6373,"Zoetermeer, Fonteinbos",52.058201,4.480721,0,stoparea:RET:18795,,1,,
RET:HA6374,HA6374,"Zoetermeer, Zoetermeer Centrum W",52.061148,4.482921,0,stoparea:RET:858,,1,H,
RET:HA6375,HA6375,"Zoetermeer, Zwaardslootweg",52.063616,4.490659,0,stoparea:RET:870,,1,,
RET:HA6376,HA6376,"Zoetermeer, Oostwaarts",52.062368,4.495511,0,stoparea:RET:18836,,0,,
RET:HA6377,HA6377,"Zoetermeer, Oostwaarts",52.062585,4.495726,0,stoparea:RET:18836,,0,,
RET:HA6378,HA6378,"Zoetermeer, Viaduct Afrikaweg",52.050414,4.476869,0,stoparea:RET:18882,,1,,
RET:HA6379,HA6379,"Zoetermeer, Viaduct Afrikaweg",52.05041,4.476374,0,stoparea:RET:18882,,1,,
RET:HA6380,HA6380,"Zoetermeer, Meerzichtlaan",52.055142,4.479194,0,stoparea:RET:18832,,1,,
RET:HA6381,HA6381,"Zoetermeer, Meerzichtlaan",52.055066,4.478626,0,stoparea:RET:18832,,1,,
RET:HA6382,HA6382,"Zoetermeer, Stat Zoetermeer Oost",52.047121,4.477636,0,stoparea:RET:18866,,1,B,
RET:HA6383,HA6383,"Zoetermeer, Stat Zoetermeer Oost",52.047066,4.477389,0,stoparea:RET:18866,,1,A,
RET:HA6384,HA6384,"Zoetermeer, Houtsingel",52.046918,4.472217,0,stoparea:RET:18811,,1,,
RET:HA6385,HA6385,"Zoetermeer, Houtsingel",52.047032,4.471879,0,stoparea:RET:18811,,1,,
RET:HA6386,HA6386,"Zoetermeer, Rokkeveenseweg",52.048553,4.503965,0,stoparea:RET:18855,,1,,
RET:HA6387,HA6387,"Zoetermeer, Rokkeveenseweg",52.048679,4.503992,0,stoparea:RET:18855,,1,,
RET:HA6388,HA6388,"Zoetermeer, Osylaan",52.053773,4.50357,0,stoparea:RET:18837,,0,,
RET:HA6389,HA6389,"Zoetermeer, Osylaan",52.053657,4.503675,0,stoparea:RET:18837,,0,,
RET:HA6390,HA6390,"Zoetermeer, Edelgasstraat",52.03749,4.504154,0,stoparea:RET:18791,,1,,
RET:HA6391,HA6391,"Zoetermeer, Edelgasstraat",52.037742,4.504193,0,stoparea:RET:18791,,1,,
RET:HA6392,HA6392,"Zoetermeer, Radonstraat",52.033597,4.506533,0,stoparea:RET:18845,,0,,
RET:HA6393,HA6393,"Zoetermeer, Radonstraat",52.033654,4.506853,0,stoparea:RET:18845,,0,,
RET:HA6394,HA6394,"Zoetermeer, Bordeauxstraat",52.059894,4.497646,0,stoparea:RET:18775,,1,,
RET:HA6395,HA6395,"Zoetermeer, Bordeauxstraat",52.060101,4.497627,0,stoparea:RET:18775,,1,,
RET:HA6396,HA6396,"Zoetermeer, Stat Zoetermeer Oost",52.046406,4.491018,0,stoparea:RET:18866,,1,,
RET:HA6397,HA6397,"Zoetermeer, Stat Zoetermeer Oost",52.046189,4.490819,0,stoparea:RET:18866,,1,,
RET:HA6398,HA6398,"Zoetermeer, v. Galenstraat",52.049924,4.501037,0,stoparea:RET:18881,,1,,
